scaffold,start,end,mid,sites,sitesUsed,D,fd,fdM
chr21,6960001,6980000,6969478,18321,180,0.0636,0.11,0.0596
chr21,6980001,7000000,6990055,19303,136,0.077,0.1594,0.068
chr21,7000001,7020000,7007980,12861,118,-0.0033,nan,-0.0028
chr21,7020001,7040000,7031713,16146,126,-0.0384,nan,-0.0372
chr21,7040001,7060000,7050214,15598,109,0.1178,0.1587,0.0851
chr21,7060001,7080000,7070230,19074,150,0.0252,0.0367,0.0207
chr21,7080001,7100000,7090488,18567,105,0.0558,0.0564,0.0332
chr21,7100001,7120000,7110328,18224,100,-0.0671,nan,-0.0529
chr21,7120001,7140000,7129999,19764,95,0.1234,0.1847,0.0976
chr21,7140001,7160000,7149986,19300,89,0.1344,0.1076,0.0751
chr21,7160001,7180000,7169837,18972,113,0.3359,0.4061,0.2974
chr21,7180001,7200000,7190184,19355,109,0.1356,0.1746,0.124
chr21,7200001,7220000,7210160,19165,143,0.2129,0.2703,0.1763
chr21,7220001,7240000,7230019,19587,96,0.115,0.1178,0.0613
chr21,7240001,7260000,7250044,19620,157,0.3007,0.3888,0.227
chr21,7260001,7280000,7269933,19452,113,-0.0639,nan,-0.0555
chr21,7280001,7300000,7290025,19715,144,-0.1016,nan,-0.0573
chr21,7300001,7320000,7309935,19475,141,0.0127,0.0306,0.0127
chr21,7320001,7340000,7329962,19693,115,0.175,0.209,0.1063
chr21,7340001,7360000,7350181,18860,122,0.3085,0.2468,0.176
chr21,7360001,7380000,7370341,18109,121,0.0559,0.0785,0.0451
chr21,7380001,7400000,7390026,19532,182,0.3183,0.3078,0.2064
chr21,7400001,7420000,7410422,11528,76,-0.0642,nan,-0.0639
chr21,7420001,7440000,7426117,9649,93,-0.2017,nan,-0.1514
chr21,7440001,7460000,7451632,15705,126,0.0304,0.0658,0.0365
chr21,7460001,7480000,7468824,16790,125,0.0367,0.0425,0.02
chr21,7480001,7500000,7495946,7794,47,0.0703,0.2176,0.0583
chr21,7500001,7520000,7506846,12033,74,0.4832,0.5057,0.3411
chr21,7520001,7540000,7529826,19114,98,-0.0843,nan,-0.0719
chr21,7540001,7560000,7547409,9532,61,0.328,0.3548,0.2096
chr21,7560001,7580000,7567657,14666,116,0.1204,0.188,0.0968
chr21,7580001,7600000,7590541,18331,162,0.3059,0.3408,0.2172
chr21,7600001,7620000,7605328,9149,50,0.0691,0.1182,0.075
chr21,7620001,7640000,7633151,10482,82,0.2147,0.2957,0.2005
chr21,7640001,7660000,7650443,17140,99,0.108,0.1548,0.1029
chr21,7660001,7680000,7670631,17430,151,0.368,0.4085,0.3069
chr21,7680001,7700000,7687977,10108,64,-0.3397,nan,-0.2976
chr21,7700001,7720000,7708850,16738,180,0.0664,0.189,0.0564
chr21,7720001,7740000,7730866,17197,175,0.2329,0.2386,0.1665
chr21,7740001,7760000,7749939,19136,159,-0.1502,nan,-0.1285
chr21,7760001,7780000,7770925,15482,142,0.0077,0.0114,0.006
chr21,7780001,7800000,7793643,10569,94,-0.1197,nan,-0.0686
chr21,7800001,7820000,7809996,19526,80,-0.3368,nan,-0.2374
chr21,7820001,7840000,7830029,19759,114,-0.1244,nan,-0.1011
chr21,7840001,7860000,7850001,19875,73,-0.1639,nan,-0.0813
chr21,7860001,7880000,7871298,16282,103,-0.0622,nan,-0.0458
chr21,7880001,7900000,7890184,18744,76,0.3802,0.4079,0.2694
chr21,7900001,7920000,7910069,19400,154,0.0456,0.0793,0.0356
chr21,7920001,7940000,7929994,19638,147,-0.0453,nan,-0.0373
chr21,7940001,7960000,7949985,19644,126,-0.0355,nan,-0.0342
chr21,7960001,7980000,7969872,18381,183,0.014,0.031,0.0145
chr21,7980001,8000000,7990071,18846,116,0.1542,0.237,0.151
chr21,8000001,8020000,8009583,18511,132,-0.0548,nan,-0.0535
chr21,8020001,8040000,8029457,18128,142,-0.2436,nan,-0.2256
chr21,8040001,8060000,8051356,15469,117,-0.0056,nan,-0.0069
chr21,8060001,8080000,8067254,12954,71,-0.1155,nan,-0.093
chr21,8080001,8100000,8092872,8696,51,-0.0321,nan,-0.0229
chr21,8100001,8120000,8112153,14729,125,-0.0321,nan,-0.0311
chr21,8120001,8140000,8129975,19400,98,0.2655,0.4136,0.2608
chr21,8140001,8160000,8150258,18306,127,0.0756,0.1901,0.0937
chr21,8160001,8180000,8170006,19686,113,-0.2002,nan,-0.1684
chr21,8180001,8200000,8189359,18196,133,-0.1228,nan,-0.0887
chr21,8200001,8220000,8209956,18781,125,-0.0468,nan,-0.0541
chr21,8220001,8240000,8229833,19055,137,-0.0387,nan,-0.0229
chr21,8240001,8260000,8249621,17483,59,-0.0766,nan,-0.0346
chr21,8260001,8280000,8270190,18859,76,0.0628,0.085,0.0415
chr21,8280001,8300000,8289880,19378,100,0.0732,0.0998,0.0471
chr21,8300001,8320000,8309999,19722,72,0.0583,0.116,0.0473
chr21,8320001,8340000,8330018,19700,93,-0.0773,nan,-0.0623
chr21,8340001,8360000,8349993,19705,76,-0.0261,nan,-0.0214
chr21,8360001,8380000,8369980,19493,94,0.0487,0.0842,0.0472
chr21,8380001,8400000,8389739,17458,120,0.4936,0.6964,0.4035
chr21,8400001,8420000,8409328,6952,56,0.6167,0.6294,0.5097
chr21,8420001,8440000,8439603,761,16,0.4466,0.6417,0.4209
chr21,8440001,8460000,8450002,19434,160,0.0158,0.0209,0.0091
chr21,8460001,8480000,8470608,17201,120,0.3947,0.4258,0.2863
chr21,8480001,8500000,8489981,19648,136,-0.1197,nan,-0.0627
chr21,8500001,8520000,8509841,19039,132,0.1335,0.183,0.1086
chr21,8520001,8540000,8530008,19818,155,0.0636,0.0767,0.0498
chr21,8540001,8560000,8549994,14110,152,-0.3368,nan,-0.224
chr21,8560001,8580000,8570124,17401,89,-0.093,nan,-0.096
chr21,8580001,8600000,8590033,19427,125,-0.0147,nan,-0.0153
chr21,8600001,8620000,8610003,19921,90,0.0835,0.1281,0.0713
chr21,8620001,8640000,8620379,753,3,nan,nan,nan
chr21,8640001,8660000,8653521,12654,102,0.0963,0.1377,0.0741
chr21,8660001,8680000,8669992,19571,108,0.2258,0.2285,0.1354
chr21,8680001,8700000,8690033,19573,157,0.0076,0.0144,0.0086
chr21,8700001,8720000,8710017,18831,85,0.16,0.2237,0.1186
chr21,8720001,8740000,8727022,13658,82,0.3529,0.5347,0.3061
chr21,8740001,8760000,8755531,7793,111,0.3786,0.3285,0.1528
chr21,8760001,8780000,8770055,18987,138,0.2094,0.3308,0.2034
chr21,8780001,8800000,8790032,18192,120,0.1741,0.2722,0.1455
chr21,8800001,8820000,8810047,19219,109,0.0445,0.0712,0.0381
chr21,8820001,8840000,8829944,19642,113,-0.1818,nan,-0.1164
chr21,8840001,8860000,8849919,19629,100,0.1472,0.1643,0.1012
chr21,8860001,8880000,8869996,19793,132,0.1224,0.1505,0.0784
chr21,8880001,8900000,8889999,19886,111,0.2433,0.3067,0.1552
chr21,8900001,8920000,8909973,19625,147,-0.051,nan,-0.0367
chr21,8920001,8940000,8929933,19594,127,0.1093,0.1208,0.0752
chr21,8940001,8960000,8949996,19691,161,0.0366,0.0545,0.0263
chr21,8960001,8980000,8970014,19740,139,0.3519,0.4364,0.2887
chr21,8980001,9000000,8990013,19799,126,0.1173,0.169,0.0848
chr21,9000001,9020000,9009990,19806,123,0.2786,0.3935,0.2856
chr21,9020001,9040000,9029997,19516,125,-0.1473,nan,-0.1184
chr21,9040001,9060000,9050025,19724,166,0.0196,0.0282,0.015
chr21,9060001,9080000,9069950,19657,166,-0.0484,nan,-0.0412
chr21,9080001,9100000,9090241,19048,112,0.0834,0.1354,0.0721
chr21,9100001,9120000,9109987,19756,121,-0.1834,nan,-0.121
chr21,9120001,9140000,9130104,19437,104,0.0366,0.0436,0.0229
chr21,9140001,9160000,9149910,19717,127,-0.0116,nan,-0.0103
chr21,9160001,9180000,9169984,19817,126,-0.0005,nan,-0.0004
chr21,9180001,9200000,9189615,19023,137,-0.1042,nan,-0.07
chr21,9200001,9220000,9210187,17275,129,-0.091,nan,-0.0766
chr21,9220001,9240000,9230450,17957,171,0.1848,0.191,0.1289
chr21,9240001,9260000,9250068,19435,114,0.1604,0.2017,0.1438
chr21,9260001,9280000,9270015,19844,149,-0.1033,nan,-0.0852
chr21,9280001,9300000,9289939,19148,157,0.0763,0.0994,0.067
chr21,9300001,9320000,9309933,13600,83,-0.1216,nan,-0.0899
chr21,9320001,9340000,9329957,19523,156,-0.0874,nan,-0.0759
chr21,9340001,9360000,9350385,18713,182,-0.0123,nan,-0.0076
chr21,9360001,9380000,9369799,18834,104,0.3084,0.3961,0.258
chr21,9380001,9400000,9390286,18758,138,0.0739,0.125,0.0553
chr21,9400001,9420000,9409988,19423,119,-0.009,nan,-0.0058
chr21,9420001,9440000,9430014,19836,87,0.1449,0.1651,0.098
chr21,9440001,9460000,9450041,19589,76,0.2219,0.3471,0.1657
chr21,9460001,9480000,9470007,19704,106,-0.0491,nan,-0.0326
chr21,9480001,9500000,9482793,5437,33,0.3768,0.3118,0.2367
chr21,9500001,9520000,9516227,6736,53,-0.1314,nan,-0.0976
chr21,9520001,9540000,9530018,19719,119,-0.0009,nan,-0.0006
chr21,9540001,9560000,9550004,19811,105,-0.1316,nan,-0.0975
chr21,9560001,9580000,9570008,19815,114,0.012,0.0129,0.0061
chr21,9580001,9600000,9590614,17836,126,0.2278,0.2473,0.1254
chr21,9600001,9620000,9609965,19611,119,0.1819,0.2403,0.145
chr21,9620001,9640000,9630660,17910,151,-0.4115,nan,-0.3019
chr21,9640001,9660000,9650119,19389,130,-0.067,nan,-0.0517
chr21,9660001,9680000,9669971,19447,99,0.067,0.0626,0.0317
chr21,9680001,9700000,9689827,19127,115,0.217,0.3293,0.17
chr21,9700001,9720000,9710081,19392,101,0.4379,0.4955,0.3088
chr21,9720001,9740000,9729763,17121,110,-0.0212,nan,-0.0176
chr21,9740001,9760000,9749392,17443,127,-0.0555,nan,-0.0444
chr21,9760001,9780000,9770187,17489,130,0.3202,0.3735,0.2502
chr21,9780001,9800000,9789983,19314,128,0.0991,0.1337,0.0755
chr21,9800001,9820000,9809928,18792,111,-0.0552,nan,-0.0401
chr21,9820001,9840000,9829984,19182,137,-0.1194,nan,-0.1004
chr21,9840001,9860000,9850142,18186,98,0.2562,0.3174,0.1876
chr21,9860001,9880000,9869857,18031,98,0.0067,0.0129,0.0043
chr21,9880001,9900000,9889908,19240,114,0.2174,0.2614,0.1702
chr21,9900001,9920000,9910115,16842,97,0.2199,0.2757,0.196
chr21,9920001,9940000,9930316,17189,109,-0.1477,nan,-0.1105
chr21,9940001,9960000,9949888,19222,128,0.2835,0.2007,0.1447
chr21,9960001,9980000,9969891,19316,137,0.08,0.1002,0.0585
chr21,9980001,10000000,9987784,15044,106,0.1809,0.171,0.123
chr21,10000001,10020000,10014017,5297,42,0.0397,0.0531,0.0378
chr21,10020001,10040000,10029890,12755,74,0.2398,0.3655,0.1376
chr21,10040001,10060000,10053202,13362,91,0.3106,0.3723,0.2749
chr21,10060001,10080000,10069983,19756,146,-0.0112,nan,-0.0103
chr21,10080001,10100000,10090324,17663,98,0.3364,0.374,0.2282
chr21,10100001,10120000,10109851,19583,106,-0.1183,nan,-0.09
chr21,10120001,10140000,10129986,19816,132,0.0826,0.1582,0.0588
chr21,10140001,10160000,10149975,19609,91,0.3301,0.2994,0.2208
chr21,10160001,10180000,10170350,17308,104,-0.3899,nan,-0.2969
chr21,10180001,10200000,10190409,11506,73,-0.0005,nan,-0.0004
chr21,10200001,10220000,10209880,18979,126,-0.0843,nan,-0.0592
chr21,10220001,10240000,10230444,16769,69,-0.0218,nan,-0.0158
chr21,10240001,10260000,10249993,19635,65,0.1655,0.1518,0.112
chr21,10260001,10280000,10269950,19468,99,-0.0214,nan,-0.0172
chr21,10280001,10300000,10289986,19511,85,0.2123,0.2075,0.1471
chr21,10300001,10320000,10309961,19479,97,0.2153,0.1806,0.0997
chr21,10320001,10340000,10330009,19521,111,0.2952,0.2684,0.1791
chr21,10340001,10360000,10349817,18130,87,-0.1695,nan,-0.1421
chr21,10360001,10380000,10369064,17345,107,0.201,0.2611,0.1626
chr21,10380001,10400000,10390109,19273,111,-0.2187,nan,-0.1711
chr21,10400001,10420000,10410004,19638,93,0.5623,0.4517,0.3795
chr21,10420001,10440000,10435024,7594,41,0.1643,0.2535,0.1433
chr21,10440001,10460000,10447623,13787,83,0.2041,0.1224,0.0629
chr21,10460001,10480000,10470240,19188,115,0.1975,0.2129,0.1713
chr21,10480001,10500000,10488976,17555,99,-0.3712,nan,-0.1784
chr21,10500001,10520000,10510008,19842,98,-0.3072,nan,-0.2502
chr21,10520001,10540000,10530089,19131,83,-0.1519,nan,-0.08
chr21,10540001,10560000,10550455,17978,107,-0.135,nan,-0.0816
chr21,10560001,10580000,10569636,18807,76,-0.3226,nan,-0.261
chr21,10580001,10600000,10589975,18489,122,0.249,0.3074,0.1827
chr21,10600001,10620000,10612660,8002,35,0.0987,0.1704,0.1401
chr21,10620001,10640000,10630017,19750,104,0.0478,0.0629,0.0371
chr21,10640001,10660000,10650005,19563,69,0.1941,0.196,0.1156
chr21,10660001,10680000,10669667,18848,76,-0.072,nan,-0.0632
chr21,10680001,10700000,10689853,19523,115,-0.0876,nan,-0.0491
chr21,10700001,10720000,10710017,19596,96,0.1495,0.1795,0.118
chr21,10720001,10740000,10729982,19592,134,0.0273,0.049,0.0228
chr21,10740001,10760000,10749675,17416,74,-0.1763,nan,-0.0963
chr21,10760001,10780000,10770357,17743,115,0.2852,0.1799,0.1305
chr21,10780001,10800000,10790033,14101,104,-0.0713,nan,-0.0726
chr21,10800001,10820000,10808982,15811,186,0.0016,0.0031,0.0014
chr21,10820001,10840000,10834258,11156,97,-0.1273,nan,-0.1141
chr21,10840001,10860000,10849140,14578,130,0.0074,0.0209,0.0054
chr21,10860001,10880000,10869993,17967,165,-0.5151,nan,-0.3093
chr21,10880001,10900000,10890486,16403,122,-0.2147,nan,-0.1535
chr21,10900001,10920000,10910224,17310,83,-0.4712,nan,-0.2593
chr21,10920001,10940000,10929818,19159,90,-0.1959,nan,-0.0933
chr21,10940001,10960000,10950037,19628,104,0.2358,0.4032,0.1946
chr21,10960001,10980000,10970522,17512,142,0.0598,0.106,0.0501
chr21,10980001,11000000,10989921,19489,113,0.2392,0.2812,0.1354
chr21,11000001,11020000,11009863,18142,120,-0.3177,nan,-0.2754
chr21,11020001,11040000,11030022,19773,99,0.1982,0.2063,0.1423
chr21,11040001,11060000,11050008,19710,144,0.2008,0.3197,0.2061
chr21,11060001,11080000,11069757,19240,84,-0.1433,nan,-0.0967
chr21,11080001,11100000,11089883,19416,77,-0.4528,nan,-0.4083
chr21,11100001,11120000,11109773,16558,92,-0.2291,nan,-0.1714
chr21,11120001,11140000,11130004,19752,125,0.1762,0.1966,0.0942
chr21,11140001,11160000,11149569,18853,134,-0.2051,nan,-0.1428
chr21,11160001,11180000,11169974,19388,155,0.0065,0.0093,0.0046
chr21,11180001,11200000,11189875,19295,77,0.5015,0.4505,0.3443
chr21,11200001,11220000,11209823,19262,81,0.0619,0.1105,0.0423
chr21,11220001,11240000,11229998,19796,124,-0.165,nan,-0.1212
chr21,11240001,11260000,11250007,19860,115,-0.0738,nan,-0.0503
chr21,11260001,11280000,11270057,19586,129,0.374,0.3646,0.2582
chr21,11280001,11300000,11290967,17052,89,0.0533,0.0576,0.0323
chr21,11300001,11320000,11310111,19099,167,0.0719,0.1322,0.0521
chr21,11320001,11340000,11329924,19666,111,0.1686,0.1025,0.0798
chr21,11340001,11360000,11350175,18449,113,-0.1066,nan,-0.0864
chr21,11360001,11380000,11369815,18263,123,-0.1294,nan,-0.091
chr21,11380001,11400000,11390016,19699,126,-0.1429,nan,-0.1051
chr21,11400001,11420000,11410009,19839,98,0.0557,0.0956,0.0485
chr21,11420001,11440000,11429986,19635,90,-0.087,nan,-0.0505
chr21,11440001,11460000,11449923,19701,91,0.2264,0.1679,0.1252
chr21,11460001,11480000,11470086,19637,83,0.1775,0.2512,0.1563
chr21,11480001,11500000,11489960,19107,93,0.1227,0.1711,0.1252
chr21,11500001,11520000,11509678,18188,69,0.0817,0.1254,0.05
chr21,11520001,11540000,11529837,19215,89,-0.2712,nan,-0.2255
chr21,11540001,11560000,11550079,19283,134,-0.0844,nan,-0.0616
chr21,11560001,11580000,11569995,19757,137,-0.1512,nan,-0.1343
chr21,11580001,11600000,11589885,18408,131,-0.0247,nan,-0.0189
chr21,11600001,11620000,11609411,17855,144,0.0018,0.0022,0.0013
chr21,11620001,11640000,11629977,19561,114,0.16,0.229,0.1448
chr21,11640001,11660000,11649971,19749,111,0.1915,0.1944,0.1424
chr21,11660001,11680000,11673066,8009,42,0.2987,0.3184,0.2444
chr21,11680001,11700000,11690746,18349,105,0.0285,0.0433,0.0262
chr21,11700001,11720000,11708731,14497,69,0.1885,0.2606,0.1499
chr21,11720001,11740000,11730002,19780,145,0.0714,0.0945,0.0436
chr21,11740001,11760000,11749911,19436,126,-0.0798,nan,-0.0643
chr21,11760001,11780000,11769957,17596,123,-0.3177,nan,-0.2705
chr21,11780001,11800000,11790252,19297,145,-0.0896,nan,-0.0505
chr21,11800001,11820000,11807844,15309,83,-0.0159,nan,-0.008
chr21,11820001,11840000,nan,0,nan,nan,nan,nan
chr21,11840001,11860000,11855805,8326,33,0.3087,0.3658,0.2471
chr21,11860001,11880000,11872016,11888,72,-0.4079,nan,-0.1907
chr21,11880001,11900000,11889833,19340,119,-0.0387,nan,-0.0257
chr21,11900001,11920000,11910030,18096,86,0.0647,0.1316,0.0498
chr21,11920001,11940000,11930159,19237,96,0.1339,0.1565,0.0899
chr21,11940001,11960000,11949996,19800,99,-0.2612,nan,-0.2694
chr21,11960001,11980000,11970266,19073,159,-0.1263,nan,-0.128
chr21,11980001,12000000,11990080,19598,132,-0.1154,nan,-0.0958
chr21,12000001,12020000,12010007,19925,113,0.2683,0.2662,0.1944
chr21,12020001,12040000,12030200,19039,99,0.297,0.2779,0.1821
chr21,12040001,12060000,12049989,19800,132,0.0397,0.0601,0.0307
chr21,12060001,12080000,12069999,18966,189,0.0394,0.0645,0.0297
chr21,12080001,12100000,12089968,19723,139,-0.057,nan,-0.0582
chr21,12100001,12120000,12110273,15050,86,-0.0675,nan,-0.0664
chr21,12120001,12140000,12130140,19045,134,0.084,0.1727,0.0821
chr21,12140001,12160000,12149774,18299,240,-0.0633,nan,-0.057
chr21,12160001,12180000,12163550,2107,15,-0.6385,nan,-0.3272
chr21,12180001,12200000,12190071,11909,112,0.1676,0.2038,0.1319
chr21,12200001,12220000,12216555,6832,42,-0.2242,nan,-0.2257
chr21,12220001,12240000,12229854,15142,102,0.1092,0.1033,0.0735
chr21,12240001,12260000,12250500,15248,134,0.1677,0.1642,0.1065
chr21,12260001,12280000,12267257,13690,125,0.1674,0.2126,0.1243
chr21,12280001,12300000,12290866,16149,120,-0.2096,nan,-0.2082
chr21,12300001,12320000,12309685,18656,140,0.2736,0.3395,0.2227
chr21,12320001,12340000,12329955,18775,138,0.1405,0.2522,0.131
chr21,12340001,12360000,12350399,16470,117,0.1424,0.1338,0.0774
chr21,12360001,12380000,12369714,17345,120,-0.0601,nan,-0.0363
chr21,12380001,12400000,12389804,16884,114,0.266,0.2049,0.1297
chr21,12400001,12420000,12411154,13854,121,0.0173,0.0253,0.0117
chr21,12420001,12440000,12432421,14695,98,0.425,0.4459,0.2872
chr21,12440001,12460000,12449994,19862,146,0.0296,0.0477,0.017
chr21,12460001,12480000,12469916,18904,147,-0.2211,nan,-0.1312
chr21,12480001,12500000,12490056,19546,146,0.1519,0.2146,0.1099
chr21,12500001,12520000,12509995,17400,134,0.0821,0.0955,0.058
chr21,12520001,12540000,12530554,17590,141,-0.1756,nan,-0.1023
chr21,12540001,12560000,12549804,19064,119,0.0512,0.0748,0.0427
chr21,12560001,12580000,12568781,17351,88,0.2692,0.3995,0.1612
chr21,12580001,12600000,12589971,19565,108,0.0356,0.0558,0.0246
chr21,12600001,12620000,12608010,14099,82,0.3903,0.4941,0.2515
chr21,12620001,12640000,12631056,15795,112,0.0088,0.0083,0.0049
chr21,12640001,12660000,12649892,19443,121,0.0162,0.0363,0.0159
chr21,12660001,12680000,12669985,19801,118,-0.3345,nan,-0.2922
chr21,12680001,12700000,12689976,19761,105,-0.2911,nan,-0.1883
chr21,12700001,12720000,12709889,19034,99,0.0703,0.0735,0.0442
chr21,12720001,12740000,12729843,16430,110,0.0198,0.024,0.0147
chr21,12740001,12760000,12749973,19252,137,-0.1988,nan,-0.0919
chr21,12760001,12780000,12769480,17754,100,-0.6514,nan,-0.4183
chr21,12780001,12800000,12785249,10347,45,-0.7105,nan,-0.1924
chr21,12800001,12820000,12810065,19008,83,-0.1015,nan,-0.0697
chr21,12820001,12840000,12829774,18632,66,0.035,0.0445,0.0181
chr21,12840001,12860000,12850869,9900,71,0.2443,0.2394,0.1963
chr21,12860001,12880000,12869972,19630,142,-0.3769,nan,-0.306
chr21,12880001,12900000,12889639,18659,101,0.1192,0.1412,0.0683
chr21,12900001,12920000,12909745,18189,148,-0.1392,nan,-0.1184
chr21,12920001,12940000,12929955,19594,101,-0.1248,nan,-0.0867
chr21,12940001,12960000,12950242,19083,138,0.4346,0.3501,0.259
chr21,12960001,12980000,12969983,19523,116,0.3053,0.3146,0.1921
chr21,12980001,13000000,12990013,19757,84,0.3291,0.4212,0.2902
chr21,13000001,13020000,13010003,19820,120,-0.0163,nan,-0.0105
chr21,13020001,13040000,13030010,19882,81,0.0955,0.2366,0.0902
chr21,13040001,13060000,13050108,19074,106,-0.2278,nan,-0.1739
chr21,13060001,13080000,13070097,19326,97,-0.1062,nan,-0.0776
chr21,13080001,13100000,13090090,19537,106,0.3491,0.4775,0.3581
chr21,13100001,13120000,13110007,19685,119,-0.0585,nan,-0.0592
chr21,13120001,13140000,13129764,17923,70,0.0713,0.0726,0.0448
chr21,13140001,13160000,13149727,17917,41,0.7368,0.7136,0.5847
chr21,13160001,13180000,13170411,17770,66,0.1039,0.1869,0.0727
chr21,13180001,13200000,13192319,12916,57,0.0365,0.0523,0.0287
chr21,13200001,13220000,13209821,19323,58,0.4309,0.4177,0.3131
chr21,13220001,13240000,13229207,17461,76,0.1037,0.1266,0.0547
chr21,13240001,13260000,13253258,12138,99,0.6429,0.6349,0.5456
chr21,13260001,13280000,13270300,15983,111,0.122,0.184,0.1042
chr21,13280001,13300000,13290514,18660,125,0.0723,0.0824,0.0606
chr21,13300001,13320000,13310330,17878,125,-0.4409,nan,-0.3678
chr21,13320001,13340000,13329894,19025,88,0.2186,0.2981,0.1775
chr21,13340001,13360000,13349501,17534,105,0.1209,0.0881,0.0549
chr21,13360001,13380000,13370379,17277,74,0.2682,0.1916,0.1628
chr21,13380001,13400000,13390002,19844,119,-0.167,nan,-0.1474
chr21,13400001,13420000,13410062,19631,83,0.2928,0.4008,0.2599
chr21,13420001,13440000,13430398,17811,95,-0.0048,nan,-0.0039
chr21,13440001,13460000,13450051,19584,101,-0.263,nan,-0.1418
chr21,13460001,13480000,13470274,18613,98,-0.4264,nan,-0.4191
chr21,13480001,13500000,13489998,19794,117,0.0478,0.0606,0.0294
chr21,13500001,13520000,13508243,14868,81,0.7387,0.7875,0.2183
chr21,13520001,13540000,13531098,17374,75,0.4005,0.4555,0.3014
chr21,13540001,13560000,13549971,19726,55,-0.3839,nan,-0.3664
chr21,13560001,13580000,13569968,19819,70,0.3768,0.4762,0.2637
chr21,13580001,13600000,13590008,19683,123,-0.0434,nan,-0.0451
chr21,13600001,13620000,13609942,19630,101,-0.1732,nan,-0.1359
chr21,13620001,13640000,13630240,16606,65,0.548,0.5391,0.4545
chr21,13640001,13660000,13649988,19367,84,-0.0697,nan,-0.0839
chr21,13660001,13680000,13669311,18169,108,0.1304,0.1905,0.1154
chr21,13680001,13700000,13685595,10873,58,0.1072,0.1149,0.0868
chr21,13700001,13720000,13712375,15113,87,-0.0339,nan,-0.0184
chr21,13720001,13740000,13729982,19685,67,0.0857,0.0573,0.0422
chr21,13740001,13760000,13750045,19744,46,0.1805,0.1774,0.133
chr21,13760001,13780000,13770022,19727,45,-0.1894,nan,-0.1412
chr21,13780001,13800000,13790144,19421,43,0.186,0.2036,0.1657
chr21,13800001,13820000,13810003,19829,45,0.1853,0.1969,0.1435
chr21,13820001,13840000,13830043,19822,40,0.2365,0.5025,0.2381
chr21,13840001,13860000,13850030,19720,64,-0.1805,nan,-0.2146
chr21,13860001,13880000,13869908,19538,68,0.0435,0.0884,0.0491
chr21,13880001,13900000,13889915,19608,52,0.2899,0.3372,0.1782
chr21,13900001,13920000,13909822,18890,84,-0.0691,nan,-0.0376
chr21,13920001,13940000,13929825,17896,94,-0.0338,nan,-0.0291
chr21,13940001,13960000,13943434,4889,31,-0.9342,nan,-0.2342
chr21,13960001,13980000,13970036,19472,88,0.2737,0.2324,0.1675
chr21,13980001,14000000,13989516,18431,115,0.1508,0.2152,0.1126
chr21,14000001,14020000,14009145,16220,104,0.3549,0.4544,0.3297
chr21,14020001,14040000,14029565,18403,82,-0.0019,nan,-0.0018
chr21,14040001,14060000,14049826,18531,109,0.0099,0.0151,0.0081
chr21,14060001,14080000,14069965,19485,126,0.2058,0.1622,0.1223
chr21,14080001,14100000,14090031,19737,102,-0.0174,nan,-0.0113
chr21,14100001,14120000,14109857,19173,128,0.0313,0.0498,0.0283
chr21,14120001,14140000,14130008,19883,114,0.1649,0.1673,0.1361
chr21,14140001,14160000,14149990,19360,117,0.0074,0.0135,0.0068
chr21,14160001,14180000,14170026,19641,129,0.1083,0.2385,0.1066
chr21,14180001,14200000,14190024,19695,90,0.0207,0.0333,0.0189
chr21,14200001,14220000,14206398,12629,72,0.0677,0.0725,0.0478
chr21,14220001,14240000,14230507,18605,123,-0.2077,nan,-0.0894
chr21,14240001,14260000,14250011,19682,90,0.0874,0.1591,0.0784
chr21,14260001,14280000,14270011,19562,101,0.213,0.2715,0.1986
chr21,14280001,14300000,14289968,19341,77,0.3974,0.3557,0.2831
chr21,14300001,14320000,14310038,19621,71,0.2942,0.2295,0.1601
chr21,14320001,14340000,14330003,19568,65,-0.0367,nan,-0.0308
chr21,14340001,14360000,14350418,18789,91,0.0173,0.0289,0.017
chr21,14360001,14380000,14369603,17984,116,-0.0044,nan,-0.0033
chr21,14380001,14400000,14389915,19095,96,-0.0624,nan,-0.0323
chr21,14400001,14420000,14410024,19390,124,0.0668,0.0989,0.0543
chr21,14420001,14440000,14429678,18210,58,-0.3616,nan,-0.3261
chr21,14440001,14460000,14450023,19813,116,-0.1599,nan,-0.1263
chr21,14460001,14480000,14469918,19384,63,0.3337,0.4296,0.2537
chr21,14480001,14500000,14489553,18388,77,0.1994,0.3048,0.1759
chr21,14500001,14520000,14510004,19258,67,0.3561,0.4297,0.3027
chr21,14520001,14540000,14530066,19438,74,0.2195,0.2661,0.1716
chr21,14540001,14560000,14549749,19253,77,0.1372,0.2425,0.1296
chr21,14560001,14580000,14570516,17882,139,0.1516,0.1914,0.1292
chr21,14580001,14600000,14590009,18867,90,0.2819,0.3839,0.2358
chr21,14600001,14620000,14609571,18400,105,0.0728,0.0961,0.0576
chr21,14620001,14640000,14632931,13971,37,-0.0442,nan,-0.0319
chr21,14640001,14660000,14649940,19569,81,0.0434,0.0846,0.0313
chr21,14660001,14680000,14669109,17275,89,-0.3121,nan,-0.1077
chr21,14680001,14700000,14689828,18688,52,-0.1185,nan,-0.0616
chr21,14700001,14720000,14709596,18717,48,0.1724,0.2183,0.121
chr21,14720001,14740000,14729957,19239,122,-0.238,nan,-0.1625
chr21,14740001,14760000,14750071,19162,103,-0.1916,nan,-0.2199
chr21,14760001,14780000,14769852,19066,108,0.0558,0.065,0.0356
